q,jaccard,aitm,qitm,article,answer,iw,v,n,dup,len,answerable,max_rouge
哪一種類型的霰彈槍在美國由雷明登所行銷與配布?,0.1111111111111111,"霰彈,雷明,453,半自動,貝加爾,登斯巴達,SPR,俄羅斯位,伊熱夫斯克,MP,153,商標名,衍生型,美國,登所行銷,配布,同樣,發射,12,鉛徑,斯巴達,槍型號,最常用,狩獵,鳥類","哪一種,類型,霰彈,槍,美國,雷明,登所行銷,配布",雷明登斯巴達453半自動霰彈槍（，又稱：SPR 453）是一款由俄羅斯位於伊熱夫斯克的槍械製造商所研製，並且流行起來的貝加爾MP-153半自動霰彈槍以「貝加爾」的商標名出口的衍生型，它在美國由雷明登所行銷與配布。同樣可發射2英吋、3英吋和3英吋12鉛徑霰彈。斯巴達453相比於其他的半自動霰彈槍型號便宜。它最常用於狩獵鳥類，以及粘土目標遊戲、比如和。直到2008年，雷明登停止進口該霰彈槍。,半自動霰彈槍,1,1,1,1,23,True,0.5122529644268775
哪一種類型的霰彈槍在美國由雷明登所行銷與配布?,0.1111111111111111,"霰彈,雷明,453,半自動,貝加爾,登斯巴達,SPR,俄羅斯位,伊熱夫斯克,MP,153,商標名,衍生型,美國,登所行銷,配布,同樣,發射,12,鉛徑,斯巴達,槍型號,最常用,狩獵,鳥類","哪一種,類型,霰彈,槍,美國,雷明,登所行銷,配布",雷明登斯巴達453半自動霰彈槍（，又稱：SPR 453）是一款由俄羅斯位於伊熱夫斯克的槍械製造商所研製，並且流行起來的貝加爾MP-153半自動霰彈槍以「貝加爾」的商標名出口的衍生型，它在美國由雷明登所行銷與配布。同樣可發射2英吋、3英吋和3英吋12鉛徑霰彈。斯巴達453相比於其他的半自動霰彈槍型號便宜。它最常用於狩獵鳥類，以及粘土目標遊戲、比如和。直到2008年，雷明登停止進口該霰彈槍。,半自動霰彈槍,1,1,1,1,23,True,0.5122529644268775
哪一種霰彈槍使用推進藥的燃氣來排出空彈殼與裝填下一發彈藥?,0.1363636363636363,"霰彈,半自動,一發,彈藥,生產,白朗寧,Auto,每扣,機能夠,擊發,手動裝,填下,這種,推進藥,燃氣來,空彈,裝填下,支大量,約翰,設計,1902,赫爾斯塔爾國營,工廠,座式,運作","哪一種,霰彈,槍,使,推,進藥,燃氣來,排出,空彈,殼,裝填下,一發,彈藥",半自動霰彈槍（）是每扣一次扳機能夠擊發一次的霰彈槍，不需要每次都手動裝填下一發彈藥。這種武器使用推進藥的燃氣來排出空彈殼與裝填下一發彈藥。第一支大量生產的半自動霰彈槍是約翰·白朗寧所設計的白朗寧Auto-5，在1902年由赫爾斯塔爾國營工廠開始生產。Auto-5是後座式運作，此設計是之後約50年的半自動霰彈槍的主要形式。,半自動霰彈槍,1,1,1,1,29,True,0.8667692307692307
哪一種霰彈槍的特色是採用犢牛式設計可旋轉式槍托底板以及內置式戰術燈?,0.1363636363636363,"霰彈,10,設計,採用,牛式,轉式,高標,半自動,克勞奇,可旋,機匣,槍械,戰術,手射擊,型號,10A,問題,射擊,塑料,射手,美國,阿爾弗雷德,1950,年代後期,生產公司","哪一種,霰彈,槍,特色,採用,犢,牛式,設計,可旋,轉式,槍托底,板,內置式,戰術燈",高標10型半自動霰彈槍（）是一款由美國槍械設計師阿爾弗雷德·克勞奇（）於1950年代後期所研製，並且由位於康乃狄克州哈姆登鎮的高標生產公司（）所生產的犢牛式半自動戰術霰彈槍，發射12鉛徑霰彈。它的特色是採用犢牛式設計、可旋轉式槍託底板，以及內置式戰術燈。高標10型半自動霰彈槍的設計是從1950年代開始，它是由當時的一名加利福尼亞州聖莫尼卡市警察，阿爾弗雷德·克勞奇警長所研發。克勞奇認為若有一種能單手操作，而且火力持續性強的輕型霰彈槍就更有利於執勤。克勞奇的目標是創建一款為警察突擊隊（也就是特種武器和戰術部隊的前身）和戰術單位所使用的終極突入用途霰彈槍。他原來的設計是以雷明登11-48半自動霰彈槍為基礎，並且修改成一款可單手射擊的犢牛式霰彈槍。在1960年代中期，克勞奇將自己的設計賣給了高標生產公司，而後者則以他們的弗萊特王半自動霰彈槍為第一款型號的基礎重新設計，該槍被命名為10A型，它於1967年推向市場。弗萊特王經過大量修改，包括更換了原來的槍託、調遷扳機組件，以及在機匣和槍管後半部份的周圍安裝了三片式塑料外殼。向後的那片塑料外殼為可旋轉式槍託的連接點。底部的塑料外殼則具有手槍握把。由於扳機組件前移以容納犢牛式設計，它裝上了一根連桿用以連接新的和原有的扳機位置，使弗萊特王的機匣只需要進行最小的修改便可改裝成10A。雖然10型的管式彈倉標準容量與弗萊特王霰彈槍一樣是4發，但它亦可裝上管式彈倉延長彈筒，這樣就將霰彈容量增加至6發。在早期型號的10A型上，頂部塑料部分還收納了內置式手電筒和連瞄準助條式提把。在後期型號的10B型上則進行了明顯改進，裝上了方便左手用拉機柄、使用新型手電筒並改為與下護木一體式、採用翻轉式準星，以及機匣頂部設有一個大型照門座。照門上兼作為接口安裝了可旋轉式提把，提把不用時可向下翻轉。可拆卸的“Kel-Lite”牌手電筒亦是使用上述的安裝接口連接到槍上。最初，10型只面向執法機關出售。在1960年代後期至1970年代早期，許多美國的警察機構都採用了10型。可是，當大多數執法機關發現了許多不足之處後便停止採用該槍。最常見的問題就是射擊過程未能正確完成。根據10型使用手冊的指示，射手只能採用麥格農或“高黃銅管”霰彈藥筒。然而，即使採用了正確的霰彈藥筒，其槍栓有時仍然會不能可靠地完成整個發射過程。為HS-10帶來負面影響的其它問題還有設計粗糙而且不可預料的扳機觸感、設計奇怪的可旋轉式槍託，以及其強大的後座力可能令手電筒的電池也會受到損壞。10型的另一個問題是，射手只能以右手射擊。因為與其他犢牛式槍械一樣，HS-10的拋殼口相當貼近射手臉部，高壓力的彈殼會從槍械右側拋出。若在另一邊射擊的話拋出的彈殼會擊中射手臉部，所以射手只能以右手射擊。為此，該霰彈槍的機匣右側設有一行警告標示（，意為：“注意—不要使用左手射擊”）。,半自動霰彈槍,1,1,1,1,35,True,0.8710344827586207
1979年的香港金唱片頒獎典禮是哪一個頒獎典禮?,0.1111111111111111,"金唱片,頒獎,銷量,1979,張可以,唱片,典禮,片業,1977,000,頒本,非本,香港,國際,協會,香港會,日起,28,日期間,發行,地唱片,地白,15,第三屆,舉辦","1979,年,香港,金唱片,頒獎,典禮,一個","第三屆香港金唱片頒獎典禮（），是由國際唱片業協會（香港會）於1979年舉辦之香港唱片頒獎典禮，由核數師計算香港於1977年至1979年本地及國際唱片銷量，後來頒發獎項予最高銷量的唱片。是次頒獎典禮於1979年4月14日假香港浸會大學的大學會堂（前稱九龍大專會堂）舉行，由藝人何守信和狄波拉擔任司儀，由無線電視翡翠臺現場直播。國際唱片業協會（香港會）及香港唱片業人士共同釐定及頒布是次頒獎準則為：自1977年1月1日起至1979年2月28日期間發行的本地唱片，銷量達30,000張可以獲頒本地白金唱片，銷量達15,000張可以獲頒本地金唱片；自1977年1月1日起至1979年2月28日期間發行的非本地唱片，銷量達15,000張可以獲頒非本地白金唱片，銷量達7,500張可以獲頒非本地金唱片。本屆頒獎禮特別之處在於首次有粵曲唱片獲頒本地金唱片，即新馬師曾的《萬惡淫為首》唱片，被當時傳媒形容為頒獎禮中「前所未有的創舉」。",第三屆香港金唱片頒獎典禮,1,1,1,1,24,True,0.11797385620915032
位於卑詩省維多利亞的哪一間書店為加拿大皇家銀行擁有?,0.1627906976744186,"書店,吉姆,加拿大,孟若書店,一間,獨立,詩省,維多利亞,原加,銀行,擁有,1909,新古典,主義建築,1963,孟若及,2013,年諾,貝爾文學獎,主艾麗斯,孟洛共同,創辦,曾經,記者,艾倫","位,卑,詩省,維多利亞,一間,書店,加拿大,皇家,銀行,擁有","孟若書店是加拿大的一間大型獨立書店，位於卑詩省維多利亞，一座原加拿大皇家銀行擁有，建於1909年的新古典主義建築內。書店於1963年由吉姆·孟若及其第一任妻子2013年諾貝爾文學獎得主艾麗斯·孟洛共同創辦。書店曾經被加拿大記者艾倫·佛瑟林漢姆評為北美洲最美的書店""。吉姆決定於2014年退休，書店亦會易主。",孟若書店,1,1,1,1,26,True,0.3426065162907268
位於卑詩省維多利亞的哪一間書店為加拿大的獨立書店?,0.1363636363636363,"書店,吉姆,加拿大,孟若書店,一間,獨立,詩省,維多利亞,原加,銀行,擁有,1909,新古典,主義建築,1963,孟若及,2013,年諾,貝爾文學獎,主艾麗斯,孟洛共同,創辦,曾經,記者,艾倫","位,卑,詩省,維多利亞,一間,書店,加拿大,獨立","孟若書店是加拿大的一間大型獨立書店，位於卑詩省維多利亞，一座原加拿大皇家銀行擁有，建於1909年的新古典主義建築內。書店於1963年由吉姆·孟若及其第一任妻子2013年諾貝爾文學獎得主艾麗斯·孟洛共同創辦。書店曾經被加拿大記者艾倫·佛瑟林漢姆評為北美洲最美的書店""。吉姆決定於2014年退休，書店亦會易主。",孟若書店,1,1,1,1,25,True,0.2897243107769424
男女雙方在舉行婚禮前必須在事前申領什麼?,0.1111111111111111,"結婚,執照,申領,婚姻,社會,舉行,雙方,規定,設有,男女,國家,證書,婚約,文件,地方,新人,一種,教會,簽發,婚禮,出現,中世紀,當時,婚禮前,婚訊","男女,雙方,舉行,婚禮前,事前,申領",結婚執照（）是一種源於西方社會、主要由教會或政府簽發的文件，用以批准婚禮的舉行。結婚執照最先出現於中世紀，在當時，男女雙方舉行婚禮前必須按規定對外公佈婚訊，或是在事前申領結婚執照，否則有關婚姻即屬違法。歷史上不同地方不同時代，對於申領結婚執照都有不同的辦法和規定。在現代，大部份地方在結婚舉行前都無需申領結婚執照；事實上，不少國家也只設有結婚證書而沒有結婚執照，兩者的分別在於結婚證書是一對新人完婚後，才獲發給的證明文件。至於在一些仍設有結婚執照的地方，申領結婚執照的主要目的是為了符合當地的相關法律規定。如果結婚執照在見證下由一對新人簽署，也可被視作有關婚姻的紀錄文件。在某些設有結婚執照的地方，結婚雙方即使在未有申領結婚執照的情況下結婚，也可獲得「赦免」；而另一些地方則同樣承認普通法婚姻和同居婚姻（marriage by cohabitation by habit and repute）為合法婚姻。根據聯合國大會於1948年通過的《世界人權宣言》其中第16條指出，「成年男女，不受種族、國籍或宗教之任何限制，有權婚嫁及成立家庭。男女在婚姻方面，在結合期間及在解除婚約時，俱有平等權利。婚約之締訂僅能以男女雙方之自由完全承諾為之。家庭為社會之當然基本團體單位，並應受社會及國家之保護。」,結婚執照,1,1,1,1,20,True,0.31180790960451976
第一次鴉片戰爭期間英國遠征軍為進攻清朝戰略要地鎮江同清軍進行的一場戰役稱為什麼?,0.1111111111111111,"鎮江,進攻,戰爭,旗兵,鴉片,城內,1842,英國,英軍在,軍艦,英方,一帶,防務,吳淞,光帝,江寧,西門,清朝,清政府,簽訂,1841,浙東,杭大運河,切斷,測量","第一次,鴉片,戰爭,期間,英國,遠征,軍為,進攻,清朝,戰略要,地鎮,江同,清,軍,進行,一場,戰役,稱",鎮江之戰發生於清道光二十二年六月（1842年7月），第一次鴉片戰爭期間。是英國遠征軍爲進攻清朝戰略要地鎮江同清軍進行的一場戰役。此戰是英軍在第一次鴉片戰爭歷次作戰中投入兵力最多的一次，也是傷亡最爲重的一次。鎮江之戰是第一次鴉片戰爭的最後一戰，此戰失敗後清朝政府被迫同英國簽訂《南京條約》。1840年第一次鴉片戰爭開始後，英軍在廣東和福建等地發起進攻，雖然取得進展，但亦受到清朝軍隊的抵抗。爲儘快結束戰爭，英軍改變軍事策略，於1841年9月從廈門北上舟山，轉攻清朝的經濟重地浙江沿海地區，陸續攻陷了浙東之定海、鎮海、寧波等地。在英軍佔領浙東期間，爲尋求儘快實現其目的之途徑，對清朝的政治、經濟、地理等情況，作了進一步的調查分析，認爲：北京雖爲京師要地，但比較貧瘠，清政府的物資銀財主要仰給於南方各省，並經由運河輸送。如進攻北京，清政府必遷都於更遠的內地，屆時難以找到談判的對象，勢必遷延時日，達不到迅速結束戰爭的目的。同時，清政府正全力加強北京一帶防務，對長江的防禦則未予重視。只要沿着長江攻入江蘇、安徽，佔領南京，控制京杭大運河，並佔領乍浦和上海，扼住主要的航道，切斷清朝的漕運咽喉命脈，最終使清政府求和妥協。英國方面在確定揚子江戰役計劃後，將進攻發起時間選在春夏之交，因爲那時正是糧食等物資北運的季節。自1841年9月至1842年4月，英軍陸續從印度向中國戰場調兵，這批奉調來華的海陸軍，計有軍艦七艘和陸軍約七個團，從而使英軍在中國戰場共“擁有軍艦二十五艘，載炮六百六十八門，輪船十四艘，載炮五十六門，醫院船、測量船及其他船艦共九艘，另有大量輔助作戰的運輸艦。地面部隊，除了炮兵以外，有步兵一萬餘人”。從1842年5月上旬開始主動從浙東一帶收縮兵力，集中兵力從長江口進攻，相繼攻佔乍浦、吳淞、等地。此後，英軍集結兵力於長江口外，揚言北上京津，實則準備溯江西進鎮江，切斷中國內陸交通“大動脈”京杭大運河。早在1841年冬，道光帝即風聞英軍可能進犯上海，曾諭令新任兩江總督牛鑑加以防備。但牛鑑卻認爲，“下游之堵御既嚴，瓜洲之防護又密”，英艦“斷不敢飛越數百里重兵駐守之地，冒險入江，阻我漕運”，結果未有效加強在長江一帶防務，導致英軍相繼攻陷乍浦和吳淞。1842年6月，英軍攻陷吳淞口後揚言北上，清廷中計，在催促耆英、伊里布等由浙江馳赴江蘇，會同牛鑑“辦理夷務”，加緊議和的同時緊急從華北、東北調集援兵，加強京津地區防務，而對於長江下游的防務，仍未予以足夠重視。只是同意由浙江調兵二千，協助江蘇駐軍（五六千名）防守沿江要隘及江寧府，其中鎮江守軍有旗兵1583名（包括400名青州兵）；西南郊的漢兵有2700名，由滿族將領海齡指揮。1842年7月初，英軍援兵全部抵達，璞鼎查、巴加和臥烏古隨即於7月6日率領十一艘軍艦、九艘輪船、四艘運兵船和四十八艘運輸船，裝載陸軍一萬餘人，駛離吳淞口，溯長江而上。所有艦船編組成先鋒艦隊和五個縱隊，每個縱隊有八至十三艘運輸船，由一艘戰艦率領（第三縱隊由一艘運兵船率領），並接受該艦艦長的指揮。每縱隊之間保持三至五公里距離。沿途以測量船爲先導，邊測量，邊前進。另外，英軍在吳淞口留有軍艦兩艘，用以封鎖長江口，保證後路安全。英軍西進過程中，福山、鵝鼻咀和圌山等長江險隘處的炮臺守軍，因兵力薄弱，稍事抵抗，即棄陣而走。7月14日下午，英軍摧毀鎮江東面五十里的圌山關炮臺（有炮二十門）。之後，因風小暫停西進，只派測量船繼續上駛，進行偵察。17日，大隊英艦進入鎮江江面，隨即封鎖瓜洲運河北口，阻斷漕運。鎮江位於長江和運河的交會處，是運河的咽喉，江寧的屏障。鎮江城雄峙長江南岸，西北有金山，東北有北固山、焦山、象山。戰前，由副都統海齡率旗兵一千六百名、綠營兵四百名駐守。城內大炮因已大多調運吳淞，僅留下數門。英軍攻佔吳淞後，四川提督齊慎（4月授參贊大臣，赴浙防英）帶江西兵千餘名、湖北提督（6月署江南提督）劉允孝帶湖北兵千餘名倉卒趕到，駐紮城外，協助防守。但在英軍兵臨城下的危急時刻，將領間互不協同，各自爲戰，沒有集中統一的指揮。海齡未派部隊控制金山與北固山等制高點，而將全部旗兵收縮城內，緊閉四門，禁止任何人出城，並於城內捉漢奸，捕殺城內居民百餘人。巴加和臥烏古曾親自登上鎮江西北的金山寺，察看周圍地形，所見到的景象是：堅固的城牆上沒有士兵守衛，只有城西南的半山坡上新建了三座軍營。於是英方判斷，清軍主力可能已經撤至城外，進攻鎮江城將不會遇到什麼抵抗。英軍進攻吳淞時，主要由海軍擔任，而進攻鎮江，則主要由陸軍負責。參戰的陸軍共六千九百一十五人，編爲第一、二、三旅和炮兵旅。第一旅（二千三百一十八人）、第三旅（二千一百五十五人）和炮兵旅擔任主攻，矛頭主要指向鎮江西南郊高地的清軍；第二旅（一千八百三十二人）擔任助攻，指向鎮江東北，主要任務是牽制和分散清軍兵力。7月21日晨，英軍開始進攻。右翼的第一、第三旅和炮兵旅在鎮江西北的金山附近未遭抵抗即順利登陸。第一旅上岸後，爲分割城內外清軍，直指西南山坡上的清軍兵營。經過數小時激戰，清軍不支，齊慎、劉允孝率部退往新豐鎮（今江蘇丹陽北）。英軍第三旅登岸後，則沿着西城根，進攻西門。與此同時，英軍第二旅在北固山一帶登岸，直薄城下，冒着清軍的炮火，蜂擁爬梯登城。守城旗兵誓死抵抗，有的把英軍推下城去，有的扭住一起跳下城牆。上午10時許，北門被打開，大隊英軍衝入城內，向西門方向進攻。進攻西門的英軍第三旅遭到清軍的阻擊，城門久攻不下。中午，英軍一個爆破小隊在炮火掩護下，用三個火藥包（火藥一百六十磅）將甕城門炸開。此時，由北門衝向西門的英軍已將內城門打開，於是大隊英軍由西門蜂擁而入。進攻鎮江的英軍遭到守城清軍的強力抗擊，英軍攻入城內後，守城的旗兵從巷道內涌出，與英軍展開激烈的巷戰和肉搏戰。許多旗兵戰前殺死自己的妻兒，然後才參加與英軍的戰鬥。將士們「血積刀柄，滑不可握，猶大呼殺賊」。最終，守衛鎮江城的旗兵以極大的傷亡代價，使英軍死傷160多人，是自第一次鴉片戰爭爆發以來最重的傷亡。海齡督戰到最後一刻，最後自殺身亡。　英軍破城後大肆燒殺，“毀城垣，焚衙署，縱黑鬼姦淫婦女，道路死傷枕藉”，全城大火瀰漫數日，鎮江城遭到了極其嚴重的破壞。英國參戰軍人事後回憶“只要是真實的回憶，就可覺得這顆心很難說是有人道的了。但即使是心腸最硬、資格最老，以殺人越貨爲生的人，看到這種悲慘景象也不能無動於衷的。”英軍在鎮江的軍事行動，成功的切斷了京杭大運河漕運，沉重打擊了清朝經濟命脈。7月16日，道光帝就密諭耆英，只要英國息戰退兵，便同意割讓香港，並增開通商口岸。鎮江失守後，道光帝決心專意“議撫”，並授權耆英、伊里布“便宜行事，務須妥速辦理，不可稍涉遊移”，並令奕經所率援軍暫緩由浙赴蘇，“以免該逆疑慮”。然而，英方對清朝方面的“羈縻”置之不理，決心打到江寧，以爭取更大的砝碼。8月3日，英國遠征軍留下一部分兵力守衛鎮江，主力艦隊開始向江寧開進，9日抵達江寧江面。11日，英國陸軍在觀音門附近登岸，軍艦擺開了攻城的架勢。同日，耆英自無錫趕到江寧，在英國軍隊的武力威懾下，開始與英方議和。在8月14日和談中，英方在談判中以武力迫使清政府全部接受英方提出的條件。接着，道光帝先後發出了“不得不勉允所請，借作一勞永逸之計”和“各條均準照議辦理”的諭旨。29日，耆英、伊里布、牛鑑等在英軍旗艦“皋華麗號”上與英方全權代表璞鼎查簽訂了 《南京條約》（即《江寧條約》），條約簽訂後，英軍艦船陸續撤往定海一帶，第一次鴉片戰爭正式結束。,鎮江之戰,1,1,1,1,41,True,0.5293269230769231
性別不明行動聯盟是哪一個組織的前身?,0.1363636363636363,"性別,關懷,灣性,別不明,協會,跨性,雙性,變性,陰陽人,Intersex,團體,行動,聯盟,不明,前身,英語,Beyond,Gender,簡稱,灣第一個,Transgender,2013,年立案,一個,Trans","性別,不明,行動,聯盟,一個,組織,前身",臺灣性別不明關懷協會（英語：Beyond Gender），簡稱性別不明，是臺灣第一個同時關懷變性、跨性 （Transgender） 與陰陽人（Intersex）的團體。於2013年立案，前身為性別不明行動聯盟。性別不明行動聯盟是臺灣性別不明關懷協會的前身，是一個變性、跨性（Trans）與陰陽人（Intersex）的互助小組。由臺灣性別不明關懷協會現任顧問吳芷儀於2009年成立。臺灣性別不明關懷協會是以跨性別爲主的團體，號稱關心雙性人實在有爭議。理事長吳依婷曾發佈過新聞稿“民眾是基於社會性別互動，但現今以生理性別註記在身分證上，對跨性別有很大影響，包含後續衍生的就業歧視等問題。”被認定是無視雙性人的生命經驗，雙性人不是因生理性別而被性別指定爲男性或女性。,臺灣性別不明關懷協會,1,1,1,1,18,True,0.4826829268292683
哪一個節目是鳳凰衛視唯一帶狀生活資訊節目?,0.1111111111111111,"節目,時尚,歐洲,每期,手冊,鳳凰衛視,本節,2015,廣播,贊助,本節目,美洲,中文,澳洲,英語,Trendy,Guide,唯一帶,狀生,活資訊,李輝,目一,週播,出五期,20","哪一個,節目,鳳凰衛視,唯一帶,狀生,活資訊",完全時尚手冊（英語：Trendy Guide）是鳳凰衛視的唯一帶狀生活資訊節目，主持人爲李輝。本節目一週播出五期，每期20分鐘，每期呈現同一個主題。2015年，因《全媒體大開講》啟播，完全時尚手冊於中文臺的首播時間改為週一至週五23:35-24:00。2015年12月31日，完全時尚手冊播畢最後一期後結束電視廣播，並於微信繼續廣播。2013年及之前的節目由國酒茅臺贊助，自2014年起節目沒有任何贊助。與其他節目不同，本節目在鳳凰衛視中文臺、歐洲臺、美洲臺及澳洲版的播出安排大不相同。本節目在歐洲臺、美洲臺及澳洲版並非在固定時段播出。私享家、車元素不在歐洲臺、美洲臺及澳洲版播出。本節目共分兩節，每期節目內容的第一節隨每日不同。第二節爲邀請嘉賓討論當局的時尚趨勢。,完全時尚手冊,1,1,1,1,21,True,0.2920068027210885
哪一款遊戲以水平黑白向量監視器顯示線框視圖?,0.1282051282051282,"終極,戰區,Battlezone,雅達利,1980,11,發行,機遊戲,以水平,黑白向量,監視器,顯示線,框視圖,圖形,非位,遊戲性,外觀,數年,矢量,新奇,流行,使用","哪一款,遊戲,以水平,黑白向量,監視器,顯示線,框視圖","《終極戰區》（""Battlezone""）是雅達利在1980年11月發行的街機遊戲。它以水平黑白向量監視器顯示線框視圖（使用矢量圖形而非位圖）。它因爲新奇的遊戲性和外觀流行了數年。",終極戰區,1,1,1,1,22,True,0.545320197044335
哪一款遊戲使用矢量圖形而非位圖來顯示線框視圖?,0.1578947368421052,"終極,戰區,Battlezone,雅達利,1980,11,發行,機遊戲,以水平,黑白向量,監視器,顯示線,框視圖,圖形,非位,遊戲性,外觀,數年,矢量,新奇,流行,使用","哪一款,遊戲,使用,矢量,圖形,非位,圖來,顯示線,框視圖","《終極戰區》（""Battlezone""）是雅達利在1980年11月發行的街機遊戲。它以水平黑白向量監視器顯示線框視圖（使用矢量圖形而非位圖）。它因爲新奇的遊戲性和外觀流行了數年。",終極戰區,1,1,1,1,23,True,0.4482758620689655
韋爾切利總教區下設118個本堂區除了比耶拉教區諾瓦拉教區還有哪一個教區?,0.1111111111111111,"天主教,總教區,韋爾切利,拉丁語,Archidioecesis,Vercellensis,是羅馬,皮埃蒙,特大區,設立,一個,靈總教區,韋爾切,利教省,教省,還包括,天主教亞,歷山德里,亞教區,比耶拉教區,蒙費,教區,天主教諾瓦拉教區,現任,總主教","韋爾切利,總教區,下設,118,本堂區,比耶拉教區,諾瓦拉教區,一個,教區",天主教韋爾切利總教區（拉丁語：Archidioecesis Vercellensis）是羅馬天主教在意大利西北部皮埃蒙特大區設立的2個總教區之一（另一個是天主教都靈總教區），韋爾切利教省的中心，該教省還包括天主教亞歷山德里亞教區、天主教比耶拉教區、天主教蒙費拉託堡教區和天主教諾瓦拉教區。現任總主教為馬爾科·阿諾爾福（Marco Arnolfo）。韋爾切利總教區下設118個本堂區。,天主教亞歷山德里亞教區,1,1,1,1,39,True,0.7957894736842106
芮成鋼的哪一本小說在人民文學出版社出版之後又改編為連環畫?,0.1111111111111111,"石成,體操,苦練,石柱,主人,新來,中國兒,童文學,1975,人民文學,社出,編為,連環畫,公小名,慶祝此,銀幕,該書,家佐,筆名,童邊,1977,兒子,芮成,隨其,母親","芮成,鋼,一本,小,說,人民文學,出版,社出,版,後,改,編為,連環畫",《新來的小石柱》是一部中國兒童文學小說，於1975年由人民文學出版社出版，後又改編為連環畫。主人公小名叫石柱，大名「石成鋼」。為了慶祝此作品被成功搬上銀幕，該書作者黃家佐（筆名「童邊」）為其於1977年出生的兒子，取名「芮成鋼」（姓氏隨其母親芮淑敏）。主人翁是來自深山農村的少年－石成鋼，一日被體操教練發掘天份後來到省體操隊勤學苦練，當為準備參加全國比賽苦練高難動作時，意外從單槓脫手摔落導致腿部骨折。但是，他依然以驚人的毅力戰勝病痛，表演當時世界水平的體操高難度動作——直體後空翻接轉體1080度，獲得全國少年體操冠軍。,新來的小石柱,1,1,1,1,29,True,0.42545454545454553
薩爾馬提亞的哪一支部落最早居住於頓河與第聶伯河流域之間?,0.1363636363636363,"克索拉尼人,世紀,薩爾馬,多瑙河,公元前,中期,Roxolani,提亞,阿蘭人,一個,早居住,頓河,聶伯河,之間,推進,今羅馬尼亞境,希臘裔,歷史,學家斯,特拉波,地理志,描述羅克,索拉尼人,100,國王","薩爾馬,提亞,一支,部落,最,早居住,頓河,聶伯河,流域,之間",羅克索拉尼人（Roxolani）是薩爾馬提亞的一支部落，爲阿蘭人的一個分支。他們最早居住於頓河與第聶伯河流域之間。公元前1世紀的時候推進到多瑙河附近的（位於今羅馬尼亞境內）。希臘裔羅馬歷史學家斯特拉波，在其所著的《地理志》的第七卷中描述羅克索拉尼人是“的居住者”。大約在公元前100年，羅克索拉尼人在國王的率領下入侵克里米亞，並受到西徐亞軍閥的支持。但是被本都國王米特拉達悌六世的部將擊敗。公元1世紀中期，羅克索拉尼人開始穿越多瑙河，進入羅馬人的領地。68年，羅克索拉尼人派出9000騎兵試圖突襲羅馬人輜重，但被第三高盧軍團與後勤部隊（Auxilia）所粉碎。4世紀中期，羅克索拉尼人與其他薩爾馬提亞部落一樣，被匈人征服。,羅克索拉尼人,1,1,1,1,28,True,0.5313725490196078
誰曾於1348年至1349年間擔任奧斯曼帝國的大維齊爾?,0.3684210526315789,"奧斯曼,帝國,擔任,哈吉帕夏,一個,1348,1349,年間,大維齊爾,過大維齊爾,政治家,首相,信息","曾,1348,年,1349,年間,擔任,奧斯曼,帝國,大維齊爾",哈吉帕夏是奧斯曼帝國的一個政治家，他曾在1348年至1349年間擔任奧斯曼帝國的大維齊爾（首相）。除了他曾擔任過大維齊爾，沒有其他更多的信息。,哈吉帕夏,1,1,1,1,28,True,0.4577127659574468
1348年至1349年間誰擔任了奧斯曼帝國的大維齊爾?,0.3684210526315789,"奧斯曼,帝國,擔任,哈吉帕夏,一個,1348,1349,年間,大維齊爾,過大維齊爾,政治家,首相,信息","1348,年,1349,年間,擔任,奧斯曼,帝國,大維齊爾",哈吉帕夏是奧斯曼帝國的一個政治家，他曾在1348年至1349年間擔任奧斯曼帝國的大維齊爾（首相）。除了他曾擔任過大維齊爾，沒有其他更多的信息。,哈吉帕夏,1,1,1,1,28,True,0.47890070921985817
1348年至1349年間奧斯曼帝國的大維齊爾是誰?,0.3,"奧斯曼,帝國,擔任,哈吉帕夏,一個,1348,1349,年間,大維齊爾,過大維齊爾,政治家,首相,信息","1348,年,1349,年間,奧斯曼,帝國,大維齊爾",哈吉帕夏是奧斯曼帝國的一個政治家，他曾在1348年至1349年間擔任奧斯曼帝國的大維齊爾（首相）。除了他曾擔任過大維齊爾，沒有其他更多的信息。,哈吉帕夏,1,1,1,1,26,True,0.4495567375886525
誰在1348年至1349年間擔任大維齊爾首相?,0.1818181818181818,"奧斯曼,帝國,擔任,哈吉帕夏,一個,1348,1349,年間,大維齊爾,過大維齊爾,政治家,首相,信息","1348,年,1349,年間,擔任,大維齊爾首,相",哈吉帕夏是奧斯曼帝國的一個政治家，他曾在1348年至1349年間擔任奧斯曼帝國的大維齊爾（首相）。除了他曾擔任過大維齊爾，沒有其他更多的信息。,哈吉帕夏,1,1,1,1,23,True,0.45789007092198586
